City,District,Price,Brand,Series,Model,Year,Fuel,Tranmission,Km,Chasis,Power,Engine,Drive,Color,From
İstanbul,Bağcılar,136000,Mercedes - Benz,C,C 220 CDI BlueEfficiency Fascination,2011,Dizel,Otomatik,84000,Sedan,151,2001,Back,Gümüş Gri,Dealer
Mardin,Midyat,157500,Mercedes - Benz,E,E 180 Elite,2014,Benzin,Yarı Otomatik,95000,Sedan,156,1595,Back,Beyaz,Dealer
İstanbul,Bahçelievler,345000,Mercedes - Benz,CLS,CLS 350 CDI BlueEfficiency,2012,Dizel,Yarı Otomatik,100000,Coupe,265,2987,4WD,Siyah,Dealer
Sakarya,Adapazarı,65000,BMW,5 Serisi,520d Standart,2006,Dizel,Yarı Otomatik,283724,Sedan,163,1995,Back,Siyah,Dealer
Ankara,Çankaya,1066900,Mercedes - Benz,S,S 350 BlueTEC 4Matic 7G-Tronic,2015,Dizel,Otomatik,30000,Sedan,258,2987,4WD,Beyaz,Dealer
Aydın,Efeler,18750,Opel,Astra,1.6 GL,1996,Benzin & LPG,Manuel,254000,Hatchback 5 kapı,100,1598,Forward,Turkuaz,Dealer
İstanbul,Sarıyer,871350,Maserati,GranTurismo,4.7 S,2012,Benzin,Otomatik,11984,Coupe,440,4691,Back,Siyah,Dealer
İzmir,Gaziemir,41500,Volkswagen,Passat,1.9 TDi Exclusive,2005,Dizel,Yarı Otomatik,434000,Sedan,130,1896,Forward,Füme,Dealer
İstanbul,Beşiktaş,461580,Jaguar,XJ,3.0 D Premium,2012,Dizel,Otomatik,46342,Sedan,275,2993,Back,Gri,Dealer
İstanbul,Beşiktaş,440380,Jaguar,XJ,3.0 D Premium,2012,Dizel,Otomatik,46342,Sedan,275,2993,Back,Gri,Dealer
Antalya,Muratpaşa,410000,Porsche,Panamera,Panamera Diesel,2013,Dizel,Otomatik,111000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Antalya,Muratpaşa,410000,Porsche,Panamera,Panamera Diesel,2013,Dizel,Otomatik,111000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Antalya,Muratpaşa,405000,Porsche,Panamera,Panamera Diesel,2013,Dizel,Otomatik,111000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
Ankara,Yenimahalle,41500,Volkswagen,Golf,1.4 TSi Midline,2008,Benzin,Manuel,111000,Hatchback 5 kapı,126,1201,Forward,Siyah,Dealer
Adana,Seyhan,37850,Fiat,Punto,Grande 1.3 Multijet 1.3 Multijet,2012,Dizel,Manuel,125000,Hatchback 5 kapı,75,1248,Forward,Beyaz,Dealer
Kırşehir,Merkez,150000,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2014,Dizel,Yarı Otomatik,75000,Sedan,120,1598,Forward,Gümüş Gri,Owner
Samsun,Atakum,31750,Mercedes - Benz,190,190 E 2.0,1993,Benzin & LPG,Otomatik,160000,Sedan,126,1801,Back,Siyah,Dealer
İstanbul,Şişli,1295250,Bentley,Arnage,R,2009,Benzin,Otomatik,5349,Sedan,456,6761,Back,Siyah,Dealer
Konya,Selçuklu,17000,Audi,80 Serisi,1.8,1987,Benzin & LPG,Manuel,230000,Sedan,90,1781,Forward,Beyaz,Dealer
Bursa,Osmangazi,82000,BMW,5 Serisi,520d Standart,2007,Dizel,Yarı Otomatik,261000,Sedan,176,1801,Back,Gri,Dealer
İstanbul,Bağcılar,13750,Skoda,Felicia,1.3 GLXi,1999,Benzin & LPG,Manuel,260000,Hatchback 5 kapı,68,1289,Forward,Kırmızı,Dealer
Adana,Seyhan,29500,Mazda,323,1.6 1.6i,2001,Benzin & LPG,Manuel,110350,Sedan,98,1598,Forward,Kırmızı,Dealer
Adana,Seyhan,29500,Mazda,323,1.6 1.6i,2001,Benzin & LPG,Manuel,110350,Sedan,98,1598,Forward,Kırmızı,Dealer
Adana,Seyhan,29500,Mazda,323,1.6 1.6i,2001,Benzin & LPG,Manuel,110350,Sedan,98,1598,Forward,Kırmızı,Dealer
Ankara,Etimesgut,17900,Audi,A3,A3 Hatchback 1.6 1.6,1998,Benzin & LPG,Otomatik,185000,Hatchback 3 kapı,76,1401,Forward,Lacivert,Dealer
Ankara,Etimesgut,17900,Audi,A3,A3 Hatchback 1.6 1.6,1998,Benzin & LPG,Otomatik,185000,Hatchback 3 kapı,76,1401,Forward,Lacivert,Dealer
Ankara,Mamak,54850,Mercedes - Benz,E,E 200 Komp. Elegance,2000,Benzin & LPG,Yarı Otomatik,475000,Sedan,186,1998,Back,Gümüş Gri,Owner
Ankara,Mamak,54850,Mercedes - Benz,E,E 200 Komp. Elegance,2000,Benzin & LPG,Yarı Otomatik,475000,Sedan,186,1998,Back,Gümüş Gri,Owner
Kırklareli,Babaeski,61000,BMW,5 Serisi,530d Standart,2004,Dizel,Yarı Otomatik,342000,Sedan,231,2993,Back,Yeşil,Dealer
İstanbul,Üsküdar,79750,Mercedes - Benz,C,C 180 Komp. BlueEfficiency Luxury,2010,Benzin,Yarı Otomatik,142000,Sedan,151,1401,Back,Gri,Dealer
Van,Edremit,110000,Mercedes - Benz,E,E 220 CDI Avantgarde,2008,Dizel,Yarı Otomatik,219000,Sedan,170,2148,Back,Siyah,Dealer
Van,Edremit,110000,Mercedes - Benz,E,E 220 CDI Avantgarde,2008,Dizel,Yarı Otomatik,219000,Sedan,170,2148,Back,Siyah,Dealer
İstanbul,Bağcılar,1059750,Ferrari,458,Italia,2011,Benzin,Yarı Otomatik,40000,Coupe,551,4001,Back,Kırmızı,Dealer
İstanbul,Şişli,535000,BMW,i Serisi,i8,2015,Hybrid,Otomatik,11000,Coupe,362,1500,4WD,Gümüş Gri,Dealer
İstanbul,Beykoz,595815,Porsche,911,Carrera 4S,2010,Benzin,Yarı Otomatik,43640,Coupe,385,3800,4WD,Beyaz,Dealer
İstanbul,Beykoz,574310,Porsche,911,Carrera 4S,2010,Benzin,Yarı Otomatik,43640,Coupe,385,3800,4WD,Beyaz,Dealer
İstanbul,Beylikdüzü,23500,Skoda,Octavia,1.6 GLX,2000,Benzin & LPG,Manuel,197500,Sedan,100,1598,Forward,Bordo,Dealer
Yozgat,Sorgun,17500,Opel,Vectra,2.0 GT,1993,Benzin & LPG,Manuel,200000,Sedan,151,1801,Forward,Gri,Dealer
İstanbul,Bağcılar,555780,Porsche,911,Turbo,2007,Benzin,Yarı Otomatik,67000,Coupe,480,3600,4WD,Mavi,Dealer
İstanbul,Bağcılar,540440,Porsche,911,Turbo,2007,Benzin,Yarı Otomatik,67000,Coupe,480,3600,4WD,Mavi,Dealer
Kocaeli,Gebze,24900,Hyundai,Getz,1.5 CRDi Classic,2009,Dizel,Manuel,229000,Hatchback 5 kapı,76,1401,Forward,Gri,Owner
Elazığ,Merkez,50000,Kia,Rio,1.4 CRDi Sporty,2012,Dizel,Manuel,111000,Hatchback 5 kapı,90,1396,Forward,Gümüş Gri,Owner
Elazığ,Merkez,,Kia,Rio,1.4 CRDi Sporty,2012,Dizel,Manuel,111000,Hatchback 5 kapı,90,1396,Forward,Gümüş Gri,Owner
Elazığ,Merkez,50000,Kia,Rio,1.4 CRDi Sporty,2012,Dizel,Manuel,111000,Hatchback 5 kapı,90,1396,Forward,Gümüş Gri,Owner
Aydın,Efeler,79000,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,Dizel,Yarı Otomatik,64000,Hatchback 5 kapı,105,1598,Forward,Gümüş Gri,Dealer
Ankara,Çankaya,76700,Volvo,S60,1.6 D Premium,2012,Dizel,Yarı Otomatik,173000,Sedan,101,1401,Forward,Siyah,Dealer
Ankara,Çankaya,78700,Volvo,S60,1.6 D Premium,2012,Dizel,Yarı Otomatik,173000,Sedan,101,1401,Forward,Siyah,Dealer
Ankara,Etimesgut,58850,Ford,Mondeo,2.0 TDCi Trend,2011,Dizel,Yarı Otomatik,170000,Sedan,140,1997,Forward,Füme,Dealer
Kahramanmaraş,Türkoğlu,41000,Jaguar,X-Type,2.0 D Executive,2007,Dizel,Manuel,134000,Sedan,126,1801,Forward,Gümüş Gri,Owner
Kahramanmaraş,Türkoğlu,41000,Jaguar,X-Type,2.0 D Executive,2007,Dizel,Manuel,135000,Sedan,126,1801,Forward,Gümüş Gri,Owner
Adana,Çukurova,37000,Volvo,C70,2.0 T,1998,Benzin & LPG,Otomatik,257000,Coupe,225,1984,Forward,Gümüş Gri,Owner
Adana,Çukurova,37000,Volvo,C70,2.0 T,1998,Benzin & LPG,Otomatik,257000,Coupe,225,1984,Forward,Gümüş Gri,Owner
Aydın,Söke,145000,Mercedes - Benz,CL,55 AMG,2002,Benzin,Yarı Otomatik,171000,Coupe,476,5001,Back,Gümüş Gri,Owner
İzmir,Bornova,56750,Ford,C-Max,1.6 TDCi Titanium,2012,Dizel,Manuel,200000,Station Wagon,101,1401,Forward,Füme,Owner
İzmir,Bornova,57500,Ford,C-Max,1.6 TDCi Titanium,2012,Dizel,Manuel,205000,Station Wagon,101,1401,Forward,Füme,Owner
Diyarbakır,Yenişehir,179500,BMW,4 Serisi,418i Gran Coupe Gran Coupe,2015,Benzin,Yarı Otomatik,18900,Coupe,136,1499,Back,Beyaz,Owner
Diyarbakır,Yenişehir,179500,BMW,4 Serisi,418i Gran Coupe Gran Coupe,2015,Benzin,Yarı Otomatik,18900,Coupe,136,1499,Back,Beyaz,Owner
Kayseri,Kocasinan,49000,BMW,3 Serisi,316i Standart,2005,Benzin & LPG,Manuel,170000,Sedan,101,1601,Back,Füme,Owner
İstanbul,Bağcılar,43750,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,135000,Sedan,95,1248,Forward,Beyaz,Dealer
İstanbul,Üsküdar,38000,Volkswagen,Golf,1.6 FSi Midline,2004,Benzin,Manuel,200000,Hatchback 5 kapı,115,1598,Forward,Gümüş Gri,Owner
Adana,Ceyhan,12750,Lada,Vega,1.5,2000,Benzin & LPG,Manuel,88000,Sedan,76,1401,Forward,Gümüş Gri,Owner
Eskişehir,Tepebaşı,52000,Renault,Fluence,1.5 dCi Joy,2013,Dizel,Yarı Otomatik,120000,Sedan,110,1461,Forward,Beyaz,Owner
İstanbul,Kadıköy,89000,Chrysler,300 C,3.0 CRD,2008,Dizel,Otomatik,170000,Sedan,201,2501,Back,Şampanya,Owner
Ankara,Sincan,47000,Peugeot,301,1.6 HDi Access,2014,Dizel,Manuel,130000,Hatchback 5 kapı,101,1601,Forward,Beyaz,Owner
Ankara,Keçiören,13500,Fiat,Tempra,1.6 SX SW,1997,Benzin & LPG,Manuel,188800,Station Wagon,51,1401,Forward,Mavi,Owner
Kocaeli,Derince,43750,Seat,Leon,1.4 TSI Style,2011,Benzin,Manuel,133000,Hatchback 5 kapı,101,1201,Forward,Beyaz,Owner
İstanbul,Bakırköy,90000,Audi,TT,2.0 TFSI,2007,Benzin,Yarı Otomatik,136000,Coupe,211,1984,Forward,Gümüş Gri,Owner
Konya,Meram,39000,Toyota,Yaris,1.4 D-4D Terra,2011,Dizel,Manuel,122000,Hatchback 5 kapı,76,1201,Forward,Bej,Owner
İstanbul,Sarıyer,115770,Mercedes - Benz,SL,320,1996,Benzin,Otomatik,120000,Cabrio,251,3001,Back,Beyaz,Dealer
Samsun,Vezirköprü,110000,Audi,A6,A6 Sedan 2.0 TDI,2010,Dizel,Yarı Otomatik,220000,Sedan,170,1968,Forward,Gümüş Gri,Dealer
Samsun,Vezirköprü,116000,Audi,A6,A6 Sedan 2.0 TDI,2010,Dizel,Yarı Otomatik,220000,Sedan,170,1968,Forward,Gümüş Gri,Dealer
İstanbul,Üsküdar,69750,Peugeot,508,1.6 HDi Access,2012,Dizel,Otomatik,101000,Sedan,101,1401,Forward,Gümüş Gri,Dealer
Hatay,Antakya,80000,Volkswagen,Jetta 1.2 TSi BlueMotion,Comfortline,2015,Benzin,Manuel,34500,Sedan,101,1200,Forward,Mavi,Owner
İstanbul,Bağcılar,43250,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,66000,Sedan,95,1248,Forward,Beyaz,Dealer
İstanbul,Bağcılar,44250,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,53000,Sedan,95,1248,Forward,Beyaz,Dealer
Trabzon,Ortahisar,92000,BMW,3 Serisi,320Ci,2009,Benzin,Otomatik,117000,Coupe,151,1801,Back,Beyaz,Owner
İstanbul,Beşiktaş,880770,Maserati,Quattroporte,Sport GTS,2013,Benzin,Otomatik,16138,Sedan,376,3501,Back,Gri,Dealer
Elazığ,Merkez,41250,Renault,Symbol,1.5 dCi Joy,2013,Dizel,Manuel,99500,Sedan,75,1461,Forward,Beyaz,Owner
Adana,Yüreğir,45750,Chrysler,Sebring,2.0 CRD Limited,2007,Dizel,Manuel,195064,Sedan,126,1801,Forward,Siyah,Dealer
Aydın,Söke,36000,Toyota,Corolla,1.6 VVT-i Terra,2005,Benzin & LPG,Manuel,160000,Hatchback 5 kapı,110,1598,Forward,Gümüş Gri,Owner
İstanbul,Kadıköy,305000,BMW,M Serisi,M5,1995,Benzin,Manuel,207000,Sedan,340,3795,Back,Bordo,Dealer
İstanbul,Beşiktaş,668820,Bentley,Continental,GT,2007,Benzin,Yarı Otomatik,50000,Coupe,560,5998,4WD,Siyah,Dealer
Adana,Seyhan,155900,Audi,A5,A5 Sportback 2.0 TDI,2012,Dizel,Yarı Otomatik,160000,Hatchback 5 kapı,177,1968,Forward,Beyaz,Dealer
Adana,Seyhan,155900,Audi,A5,A5 Sportback 2.0 TDI,2012,Dizel,Yarı Otomatik,160000,Hatchback 5 kapı,177,1968,Forward,Beyaz,Dealer
Muğla,Bodrum,95900,Chrysler,300 C,3.0 CRD,2008,Dizel,Otomatik,145000,Sedan,218,2987,Back,Siyah,Dealer
İstanbul,Ataşehir,48000,Toyota,Corolla,1.4 D-4D Comfort,2008,Dizel,Yarı Otomatik,175000,Sedan,76,1201,Forward,Siyah,Owner
İstanbul,Kartal,13500,BMW,3 Serisi,316i Standart,1990,Benzin,Manuel,110000,Sedan,76,1401,Back,Bordo,Owner
İzmir,Konak,695000,Porsche,Panamera,Panamera Diesel,2014,Dizel,Otomatik,26800,Hatchback 5 kapı,276,2501,Back,Siyah,Dealer
İzmir,Konak,695000,Porsche,Panamera,Panamera Diesel,2014,Dizel,Otomatik,26800,Hatchback 5 kapı,276,2501,Back,Siyah,Dealer
İzmir,Konak,695000,Porsche,Panamera,Panamera Diesel,2014,Dizel,Otomatik,26800,Hatchback 5 kapı,276,2501,Back,Siyah,Dealer
Samsun,Çarşamba,53000,Ford,Focus,1.6 Ti-VCT Trend,2012,Benzin,Yarı Otomatik,90000,Hatchback 5 kapı,125,1596,Forward,Gümüş Gri,Dealer
İzmir,Konak,110000,Mercedes - Benz,C,C 180 BlueEfficiency Avantgarde,2012,Benzin,Otomatik,96000,Sedan,151,1401,Back,Beyaz,Dealer
İstanbul,Beşiktaş,360930,Audi,RS,RS 5,2011,Benzin,Otomatik,39000,Coupe,450,4163,4WD,Siyah,Dealer
İstanbul,Bakırköy,496930,Audi,A6,A6 allroad quattro 3.0 TDI,2013,Dizel,Otomatik,96000,Station Wagon,326,2501,4WD,Siyah,Owner
İstanbul,Beşiktaş,29900,Jaguar,XJ,XJ6 4.0,1994,Benzin,Otomatik,196812,Sedan,201,3501,Back,Siyah,Dealer
Kırklareli,Lüleburgaz,138500,Chrysler,300 C,3.0 CRD,2011,Dizel,Otomatik,120000,Sedan,218,2987,Back,Siyah,Dealer
Kırklareli,Lüleburgaz,168500,Mercedes - Benz,S,S 500 500 L,2007,Benzin,Otomatik,175000,Sedan,376,4501,Back,Siyah,Dealer
İstanbul,Bakırköy,189000,BMW,Z Serisi,Z4 2.0i sDrive Pure Fusion,2014,Benzin,Otomatik,49000,Cabrio,184,1997,Back,Siyah,Owner
Kocaeli,Darıca,54600,Audi,A3,A3 Sportback 1.6 FSI,2006,Benzin,Manuel,80480,Hatchback 5 kapı,101,1401,Forward,Gümüş Gri,Owner
Rize,Çayeli,49000,Ford,Focus,1.6 Ti-VCT Titanium,2011,Benzin & LPG,Otomatik,56500,Sedan,101,1401,Forward,Gümüş Gri,Owner
İstanbul,Başakşehir,74000,BMW,5 Serisi,520d Standart,2006,Dizel,Yarı Otomatik,225000,Sedan,163,1995,Back,Siyah,Dealer
Kocaeli,İzmit,29000,Ford,Fiesta,1.4 TDCi Comfort,2006,Dizel,Manuel,206000,Hatchback 5 kapı,68,1399,Forward,Lacivert,Dealer
Gaziantep,Şehitkamil,31750,Chevrolet,Aveo,1.4 SE,2011,Benzin,Otomatik,66000,Sedan,94,1399,Forward,Gri,Owner
Gaziantep,Şehitkamil,31750,Chevrolet,Aveo,1.4 SE,2011,Benzin,Otomatik,66000,Sedan,94,1399,Forward,Gri,Owner
İstanbul,Ataşehir,471000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Otomatik,28000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
İstanbul,Ataşehir,454000,Porsche,Panamera,Panamera Diesel,2012,Dizel,Otomatik,28000,Hatchback 5 kapı,250,2967,Back,Beyaz,Dealer
İstanbul,Üsküdar,53300,Honda,Civic,1.8 Sport,2010,Benzin & LPG,Otomatik,93500,Hatchback 5 kapı,126,1601,Forward,Beyaz,Owner
Manisa,Şehzadeler,37500,Peugeot,407,2.0 HDi Executive Premium,2005,Dizel,Otomatik,193000,Sedan,126,1801,Forward,Kahverengi,Owner
Manisa,Şehzadeler,37500,Peugeot,407,2.0 HDi Executive Premium,2005,Dizel,Otomatik,193000,Sedan,126,1801,Forward,Kahverengi,Owner
İstanbul,Beşiktaş,275000,Audi,A6,A6 allroad quattro 3.0 TDI,2012,Dizel,Yarı Otomatik,92266,Station Wagon,226,2501,4WD,Gri,Dealer
İstanbul,Beşiktaş,265000,Audi,A6,A6 allroad quattro 3.0 TDI,2012,Dizel,Yarı Otomatik,92266,Station Wagon,226,2501,4WD,Gri,Dealer
Antalya,Döşemealtı,38250,Honda,Civic,1.6 i-VTEC Elegance,2006,Benzin & LPG,Otomatik,117000,Sedan,101,1401,Forward,Gümüş Gri,Owner
Antalya,Döşemealtı,38600,Honda,Civic,1.6 i-VTEC Elegance,2006,Benzin & LPG,Otomatik,117000,Sedan,101,1401,Forward,Gümüş Gri,Owner
Uşak,Sivaslı,39000,Renault,Symbol,1.2 Joy,2014,Benzin,Manuel,45000,Sedan,75,1149,Forward,Gümüş Gri,Dealer
İzmir,Konak,130000,Audi,A3,A3 Sedan 1.6 TDI Ambition,2014,Dizel,Otomatik,65000,Sedan,101,1401,Forward,Gri,Dealer
Antalya,Muratpaşa,170000,Porsche,Boxster,Boxster,2006,Benzin,Manuel,93500,Cabrio,245,2687,Back,Gri,Owner
Aydın,Didim,49999,Chevrolet,Cruze,2.0 D LT,2012,Dizel,Manuel,122230,Sedan,151,1801,Forward,Siyah,Dealer
Kütahya,Merkez,14750,Subaru,Legacy,2.0 GL,1992,Benzin & LPG,Manuel,367000,Sedan,76,1801,Forward,Gümüş Gri,Dealer
Denizli,Çivril,41000,Volkswagen,Jetta,1.6 FSi Midline,2006,Benzin,Manuel,120000,Sedan,115,1598,Forward,Gri,Dealer
Bursa,Orhangazi,163750,Audi,A5,A5 Sportback 2.0 TDI,2012,Dizel,Otomatik,125000,Hatchback 5 kapı,176,1801,Forward,Beyaz,Owner
Mersin,Erdemli,30000,Mercedes - Benz,E,E 200 200,1995,Benzin & LPG,Manuel,255000,Sedan,136,1997,Back,Kırmızı,Dealer
Adana,Çukurova,12500,Toyota,Corona,2.0 XL,1991,Benzin & LPG,Manuel,265000,Sedan,126,1801,Forward,Beyaz,Owner
İzmir,Narlıdere,44500,Chevrolet,Cruze,1.6 WTCC Edition,2012,Benzin & LPG,Manuel,101000,Sedan,124,1598,Forward,Beyaz,Owner
İzmir,Narlıdere,44500,Chevrolet,Cruze,1.6 WTCC Edition,2012,Benzin & LPG,Manuel,101000,Sedan,124,1598,Forward,Beyaz,Owner
İstanbul,Beykoz,141500,Mercedes - Benz,E,E 180 Elite,2014,Benzin,Otomatik,79542,Sedan,156,1595,Back,Siyah,Dealer
İstanbul,Ataşehir,142000,BMW,3 Serisi,320d Standart,2012,Dizel,Yarı Otomatik,110000,Sedan,184,1995,Back,Gri,Dealer
İstanbul,Ataşehir,71500,BMW,3 Serisi,320d Standart,2005,Dizel,Otomatik,234000,Sedan,151,1801,Back,Gri,Dealer
İstanbul,Ataşehir,71500,BMW,3 Serisi,320d Standart,2005,Dizel,Otomatik,234000,Sedan,151,1801,Back,Gri,Dealer
İstanbul,Bakırköy,44500,Chevrolet,Cruze,1.6 LT Plus,2012,Benzin,Otomatik,90000,Sedan,101,1401,Forward,Siyah,Dealer
İstanbul,Bakırköy,44500,Chevrolet,Cruze,1.6 LT Plus,2012,Benzin,Otomatik,90000,Sedan,101,1401,Forward,Siyah,Dealer
Mersin,Erdemli,148000,BMW,5 Serisi,520d Exclusive,2011,Dizel,Yarı Otomatik,185000,Sedan,176,1801,Back,Beyaz,Owner
Bursa,Nilüfer,69500,Subaru,Impreza,2.0 WRX,2003,Benzin,Manuel,162000,Sedan,301,1801,4WD,Kırmızı,Owner
Bursa,Nilüfer,69500,Subaru,Impreza,2.0 WRX,2003,Benzin,Manuel,162000,Sedan,301,1801,4WD,Kırmızı,Owner
Ankara,Sincan,66500,Volkswagen,Passat,2.0 TDi Highline,2007,Dizel,Yarı Otomatik,233500,Sedan,170,1968,Forward,Siyah,Dealer
Isparta,Merkez,130000,Mercedes - Benz,E,E 220 CDI Avantgarde,2008,Dizel,Yarı Otomatik,253000,Sedan,170,2148,Back,Siyah,Dealer
Isparta,Merkez,135000,Mercedes - Benz,E,E 220 CDI Avantgarde,2008,Dizel,Yarı Otomatik,253000,Sedan,170,2148,Back,Siyah,Dealer
Tekirdağ,Süleymanpaşa,483000,Porsche,Panamera,Panamera Diesel,2013,Dizel,Otomatik,155000,Hatchback 5 kapı,251,2501,Back,Siyah,Dealer
Tekirdağ,Süleymanpaşa,483000,Porsche,Panamera,Panamera Diesel,2013,Dizel,Otomatik,155000,Hatchback 5 kapı,251,2501,Back,Siyah,Dealer
İstanbul,Kadıköy,41500,Hyundai,i30,1.6 CRDi Style,2008,Dizel,Manuel,132000,Hatchback 5 kapı,101,1401,Forward,Mavi,Owner
İzmir,Menemen,48500,Opel,Astra,1.3 CDTI Essentia,2011,Dizel,Manuel,142000,Hatchback 5 kapı,90,1248,Forward,Gri,Owner
Antalya,Alanya,135000,Chevrolet,Corvette,C5,1998,Benzin,Otomatik,132000,Cabrio,326,5501,Back,Kırmızı,Owner
Balıkesir,Karesi,71000,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,Dizel,Yarı Otomatik,140000,Hatchback 5 kapı,101,1401,Forward,Siyah,Dealer
İstanbul,Beşiktaş,1007880,Audi,S Serisi,S8 4.0 TFSI Quattro,2015,Benzin,Yarı Otomatik,17292,Sedan,520,3993,4WD,Gri,Dealer
Uşak,Banaz,44000,Skoda,Octavia,1.6 Classic,2009,Benzin & LPG,Manuel,168000,Sedan,101,1401,Forward,Füme,Owner
Kayseri,Kocasinan,230000,Mercedes - Benz,E,E 350 CDI Premium,2011,Dizel,Yarı Otomatik,140000,Sedan,211,2987,4WD,Gümüş Gri,Dealer
Ankara,Çankaya,48500,Audi,TT,1.8 T Quattro,2000,Benzin & LPG,Manuel,185000,Coupe,201,1601,4WD,Gümüş Gri,Owner
Ankara,Çankaya,48000,Audi,TT,1.8 T Quattro,2000,Benzin & LPG,Manuel,185000,Coupe,201,1601,4WD,Gümüş Gri,Owner
Ankara,Çankaya,49000,Audi,TT,1.8 T Quattro,2000,Benzin & LPG,Manuel,185000,Coupe,201,1601,4WD,Gümüş Gri,Owner
İstanbul,Bahçelievler,140000,BMW,M Serisi,M3,1995,Benzin,Manuel,3000,Coupe,321,3201,Back,Sarı,Dealer
İstanbul,Kartal,61500,Mercedes - Benz,B,B 160 Sport,2011,Benzin,Yarı Otomatik,103000,Hatchback 5 kapı,95,1498,Forward,Füme,Dealer
Ankara,Elmadağ,25000,Volvo,S40,1.8,2000,Benzin & LPG,Otomatik,300000,Sedan,101,1601,Forward,Gümüş Gri,Owner
İzmir,Konak,145000,Audi,A6,A6 Sedan 2.0 TDI,2011,Dizel,Otomatik,140000,Sedan,151,1801,Forward,Beyaz,Dealer
Ankara,Keçiören,412195.42,Audi,A8,4.2 L TDI Quattro,2012,Dizel,Yarı Otomatik,235000,Sedan,350,4134,4WD,Siyah,Owner
Antalya,Alanya,19000,Mazda,626,2.0,1998,Benzin & LPG,Manuel,295000,Hatchback 5 kapı,115,1991,Forward,Gri,Owner
İstanbul,Maltepe,1931100,Porsche,911,Turbo S,2013,Benzin,Otomatik,2000,Coupe,551,3501,4WD,Beyaz,Dealer
Sakarya,Adapazarı,44000,BMW,3 Serisi,316i Standart,2005,Benzin & LPG,Manuel,252000,Sedan,115,1596,Back,Siyah,Dealer
İstanbul,Kadıköy,56500,Mini,Cooper,1.6 Coupe,2011,Benzin,Otomatik,85000,Coupe,101,1401,Forward,Kırmızı,Dealer
Ankara,Yenimahalle,86000,Volvo,S60,1.6 D Premium,2012,Dizel,Manuel,93500,Sedan,115,1560,Forward,Beyaz,Owner
İstanbul,Bağcılar,110000,BMW,3 Serisi,320d Sport,2011,Dizel,Yarı Otomatik,97000,Sedan,184,1995,Back,Siyah,Dealer
İstanbul,Bağcılar,40000,BMW,3 Serisi,318Ci,2000,Benzin & LPG,Manuel,200000,Coupe,118,1895,Back,Siyah,Dealer
Sakarya,Erenler,54500,Renault,Latitude,1.5 dCi Expression,2011,Dizel,Manuel,254000,Sedan,110,1461,Forward,Siyah,Dealer
İstanbul,Esenyurt,87500,Mercedes - Benz,S,S 500 500 L,1994,Benzin,Otomatik,230000,Sedan,276,4501,Back,Füme,Dealer
İstanbul,Bağcılar,258000,BMW,5 Serisi,525d xDrive Premium,2014,Dizel,Otomatik,58500,Sedan,201,2001,4WD,Beyaz,Dealer
İstanbul,Kadıköy,345000,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,0,Coupe,251,1801,Back,Kırmızı,Dealer
İstanbul,Kadıköy,350000,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,0,Coupe,251,1801,Back,Sarı,Dealer
İstanbul,Kadıköy,350000,Chevrolet,Camaro,RS,2016,Benzin,Otomatik,0,Coupe,251,1801,Back,Sarı,Dealer
İstanbul,Sarıyer,1177500,Ferrari,F355,Berlinetta,1996,Benzin,Manuel,20500,Coupe,376,3501,Back,Sarı,Owner
İzmir,Çiğli,38500,Mercedes - Benz,300,300 SEL,1990,Benzin & LPG,Otomatik,292500,Sedan,226,2501,Back,Siyah,Owner
İstanbul,Ataşehir,447450,Mercedes - Benz,S,S 420 420 L CDI,2010,Dizel,Yarı Otomatik,170000,Sedan,320,3996,Back,Siyah,Dealer
İstanbul,Ataşehir,431300,Mercedes - Benz,S,S 420 420 L CDI,2010,Dizel,Yarı Otomatik,170000,Sedan,320,3996,Back,Siyah,Dealer
İzmir,Narlıdere,190000,BMW,3 Serisi,320i ED 40th Year Edition,2015,Benzin,Yarı Otomatik,37000,Sedan,170,1598,Back,Beyaz,Owner
Kilis,Merkez,160000,Audi,A6,A6 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik,186000,Sedan,177,1998,Forward,Beyaz,Owner
Gaziantep,Şehitkamil,23750,Peugeot,307,1.4 HDi XR,2004,Dizel,Manuel,204000,Hatchback 5 kapı,51,1201,Forward,Gri,Dealer
İstanbul,Avcılar,27000,Volkswagen,Bora,1.6 Pacific,2004,Benzin & LPG,Otomatik,170000,Sedan,101,1401,Forward,Siyah,Owner
